gameTitle,Distrust,不信,
Event00_Step07.1,\u30B8\u30E3\u30B1\u30C3\u30C8\u3092\u7740\u308B\uFF08\u30A4\u30F3\u30D9\u30F3\u30C8\u30EA\u3092\u958B\u3044\u3066\u30B8\u30E3\u30B1\u30C3\u30C8\u3092\u63A2\u691C\u5BB6\u306B\u30C9\u30E9\u30C3\u30B0\uFF09,\ u30B8 \ u30E3 \ u30B1 \ u30C3 \ u30C8 \ u3092 \ u7740 \ u308B \ uFF08 \ u30A4 \ u30F3 \ u30D9 \ u30F3 \ u30C8 \ u30EA \ u3092 \ u958B \ u3044 \ u3066 \ u30B8 \ u30E3 \ u30B1 \ u30C3 \ u30C8 \ u3092 \ u63A2 \ u691C \ u5BB6 \ u306B \ u30C9 \ u30E9 \ u30C3 \ u30B0 \ uFF09,
Event00_Step08.1,\u78BA\u8A8D\u3057 \u201D\u7D9A\u884C\u201D \u3092\u30AF\u30EA\u30C3\u30AF,\ u78BA \ u8A8Dの\ u3057 \u201D\ u7D9A \ u884C\u201D \ u3092 \ u30AF \ u30EA \ u30C3 \ u30AF,
Event00_Step08.2,\u6728\u7BB1\u306E\u4E0A\u306B\u3042\u308B\u30C4\u30FC\u30EB\u3092\u62FE\u3046,\ u6728 \ u7BB1 \ u306E \ u4E0A \ u306B \ u3042 \ u308B \ u30C4 \ u30FC \ u30EB \ u3092 \ u62FE \ u3046,
Event00_Step08.3,\u30C4\u30FC\u30EB\u30A6\u30A3\u30F3\u30C9\u30A6\u3092\u958B\u304F,\ u30C4 \ u30FC \ u30EB \ u30A6 \ u30A3 \ u30F3 \ u30C9 \ u30A6 \ u3092 \ u958B \ u304F,
Event00_Step08.4,\u78BA\u8A8D\u3057 \u201D\u7D9A\u884C\u201D \u3092\u30AF\u30EA\u30C3\u30AF,\ u78BA \ u8A8Dの\ u3057 \u201D\ u7D9A \ u884C\u201D \ u3092 \ u30AF \ u30EA \ u30C3 \ u30AF,
Event00_Step08.5,\u30C4\u30FC\u30EB\u30A6\u30A3\u30F3\u30C9\u30A6\u3092\u9589\u3058\u308B,\ u30C4 \ u30FC \ u30EB \ u30A6 \ u30A3 \ u30F3 \ u30C9 \ u30A6 \ u3092 \ u9589 \ u3058 \ u308B,
Event00_Step08.6,\u30CE\u30B3\u30AE\u30EA\u3067\u6728\u7BB1\u3092\u677F\u6750\u306B\u3059\u308B,\ u30CE \ u30B3 \ u30AE \ u30EA \ u3067 \ u6728 \ u7BB1 \ u3092 \ u677F \ u6750 \ u306B \ u3059 \ u308B,
Event00_Step09.1,\u30E1\u30A4\u30F3\u30E1\u30CB\u30E5\u30FC\u306B\u623B\u308B,\ u30E1 \ u30A4 \ u30F3 \ u30E1 \ u30CB \ u30E5 \ u30FC \ u306B \ u623B \ u308B,
Event00_Step_Map01,\u30DE\u30C3\u30D7\u3092\u958B\u304F,\ u30DE \ u30C3 \ u30D7 \ u3092 \ u958B \ u304F,
Event00_Step_Map02,\u78BA\u8A8D\u3057 \u201D\u7D9A\u884C\u201D \u3092\u30AF\u30EA\u30C3\u30AF,\ u78BA \ u8A8Dの\ u3057 \u201D\ u7D9A \ u884C\u201D \ u3092 \ u30AF \ u30EA \ u30C3 \ u30AF,
Event00_Step_Map03,\u78BA\u8A8D\u3057 \u201D\u7D9A\u884C\u201D \u3092\u30AF\u30EA\u30C3\u30AF,\ u78BA \ u8A8Dの\ u3057 \u201D\ u7D9A \ u884C\u201D \ u3092 \ u30AF \ u30EA \ u30C3 \ u30AF,
Event00_Step_Map04,\u30DE\u30C3\u30D7\u3092\u9589\u3058\u308B,\ u30DE \ u30C3 \ u30D7 \ u3092 \ u9589 \ u3058 \ u308B,
Event00_Step_OpenDoor01,\u63A2\u691C\u5BB6\u306B\u6249\u3092\u958B\u3051\u3055\u305B\u308B,\ u63A2 \ u691C \ u5BB6 \ u306B \ u6249 \ u3092 \ u958B \ u3051 \ u3055 \ u305B \ u308B,
Event00_Step_OpenDoor02,\u6249\u304C\u958B\u304F\u306E\u3092\u5F85\u3064,\ u6249 \ u304C \ u958B \ u304F \ u306E \ u3092 \ u5F85 \ u3064,
Event00_Step_RotateCamera,\u30AB\u30E1\u30E9\u3092\u56DE\u8EE2\u3055\u305B\u308B,\ u30AB \ u30E1 \ u30E9 \ u3092 \ u56DE \ u8EE2 \ u3055 \ u305B \ u308B,
Event00_Step_DisableWindows,,#VALUE!,
Explore_AlienObject_GetFood,examining alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_GetMadness,examining alien object...,外国人のオブジェクトを調べます...,
Beta_Message,Welcome to the Distrust beta test!\n\nThis is not the final version of the game.\nIt contains limited content and might contain bugs as well - including serious ones.\n\nWe hope you enjoy playing Distrust. We would be grateful if you shared your ideas and comments with us using the feedback form available through the main menu.,！不信のベータテストへようこそ\ nは\ nこれは、ゲームの最終版ではありません\ NITは、限られたコンテンツが含まれており、同様のバグが含まれている場合があります - 。。深刻なものも含めて、\ nは\ NWEは、あなたが不信を楽しむ願っています。あなたは、メインメニューから利用できるフィードバックフォームを使用して、私たちとあなたのアイデアや意見を共有している場合我々は感謝されます。,
FEEDBACK,\u30D5\u30A3\u30FC\u30C9\u30D0\u30C3\u30AF,\ u30D5 \ u30A3 \ u30FC \ u30C9 \ u30D0 \ u30C3 \ u30AF,
TUTORIAL,\u30C1\u30E5\u30FC\u30C8\u30EA\u30A2\u30EB,\ u30C1 \ u30E5 \ u30FC \ u30C8 \ u30EA \ u30A2 \ u30EB,
new_game_warning_tutorial,\u30C1\u30E5\u30FC\u30C8\u30EA\u30A2\u30EB\u3092\u7D42\u4E86\u3057\u307E\u3059\u304B\uFF1F,\ u30C1 \ u30E5 \ u30FC \ u30C8 \ u30EA \ u30A2 \ u30EB \ u3092 \ u7D42 \ u4E86 \ u3057 \ u307E \ u3059 \ u304B \ uFF1F,
new_game_tutorial_yes_button,\u306F\u3044,\ u306F \ u3044,
new_game_tutorial_no_button,\u3044\u3044\u3048,\ u3044 \ u3044 \ u3048,
BenPeres_Tutorial_caption,Ben Peres,ベン・ペレス,
IrmaDilinger_Tutorial_caption,Irma Dilinger,イルマDilinger,
Loot_Box_Bandage_Tutorial_Default,Crate,クレート,
Loot_Box_Bandage_Tutorial_Empty,Empty crate,空のクレート,
Loot_TableComplexWithSaw_Tutorial,Saw (on the table),（テーブルの上に）ソー,
Quest_Lore07_Board_Tutorial,Bulletin board,掲示板,
Door_LivingDoor_Tutorial_ClosedDoor,Closed common area door,クローズ共通領域の扉,
FindLoot_Bandage_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Boards_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_GasCan_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Handsaw_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_JacketLight_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_ProteinBar_Tutorial_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Utility_BreakWithHandsaw_Tutorial_caption,using the saw...,のこぎりを使用して...,
Utility_Supply_Generator_Tutorial_caption,gassing up the generator...,発電機をアップガス処理...,
Utility_SupplyWithBoards_Furnace_Tutorial_caption,filling the furnace with wood...,木材で炉を埋めます...,
Door_OpenWithKeys_Tutorial_caption,finding the key that will unlock the door...,ドアのロックを解除しますキーを見つけます...,
CarolWoods_Beta_caption,Carol Woods,キャロル・ウッズ,
CarolWoods_Beta_description,Carol is a studentcomma a nutrition expert and a hipster who likes coffee and nicotine-free cigarettes. She joined the expedition to study how to cook in an extremely cold environment. If anyone can figure out how to prepare a good meal in the Arcticcomma it's Carolcomma as she has a way with food.,キャロルはstudentcomma栄養の専門家やコーヒーやニコチンフリータバコが好きなヒップスターです。彼女は非常に寒い環境で調理する方法を学ぶために遠征に参加しました。誰もがArcticcommaに良い食事を準備する方法を見つけ出すことができれば、彼女は食品と方法を持っているとして、それはCarolcommaです。,
RobertCarter_Beta_caption,Robert Carter,ロバート・カーター,
RobertCarter_Beta_description,Robert is an expert in the exact sciences. People like him are usually not welcome on expeditions but he's an exception. His judicious approach to every situation and common sense have amazed everyone who's worked with him. What's morecomma no one on the expedition is better at using tools than Robert. In his handscomma tools lasts longer.,ロバートは、正確な科学の専門家です。彼のような人々は通常遠征に歓迎されないが、彼は例外です。あらゆる状況や常識への彼の賢明なアプローチは、彼と一緒に働いています皆を驚かせています。遠征に誰がロバートよりツールを使用してのより良いではありませんmorecomma何です。彼のhandscommaツールで長持ちします。,
Frost-resistant_Perk_caption,Frost resistance,フロスト抵抗,
Frost-resistant_Perk_description,This character can easily tolerate low temperaturescomma especially while wearing a jacket.,この文字は、簡単に、特にジャケットを装着したまま低temperaturescommaに耐えることができます。,
Precise_Perk_caption,Precision,精度,
Precise_Perk_description,Tools last longer in this character's hands.,ツールは、このキャラクタの手で長持ち。,
Cook_Perk_caption,Cooking,料理,
Cook_Perk_description,This character uses leftover food wisely and receives a nutrition shake when cooking.,この文字は、賢明に残飯を使用し、調理の栄養シェイクを受けます。,
cooling_rate_description,Cold resistance,耐寒性,
walk_speed_description,Walking speed,ウォーキングスピード,
run_speed_description,Running speed,走行速度,
RobertCarter_Tutorial_caption,Ben Peres,ベン・ペレス,
RobertCarter_Tutorial_description,Ben is known as a Jack-of-all-trades in his hometowncomma where he grew up in a family of farmers. A do-it-yourself mastermindcomma he can build and fix ANYTHINGcomma even when he doesn't have the necessary tools. His considerable skill set also saves valuable resources for repairing other damaged items.,ベンは、彼は農民の家族の中で育った彼のhometowncommaで三面六臂として知られています。日曜大工mastermindcomma彼は必要なツールを持っていない場合でも、彼はANYTHINGcommaを構築し、修正することができます。彼のかなりのスキルセットは、他の損傷を受けたアイテムを修復するための貴重な資源を節約できます。,
CarolWoods_Tutorial_caption,Olaf Heraldson,オラフHeraldson,
CarolWoods_Tutorial_description,Olaf is the head of housekeepingcomma which makes him the most important person on the base. Without himcomma life in the Arctic would be unbearable. He has 15 years of experience in his line of work and can operate a variety of mechanisms with his eyes closed.,オラフは彼のベース上で最も重要な人物になりhousekeepingcommaのヘッドです。北極でhimcomma生活がなければ耐えられないだろう。彼は仕事の彼のラインで15年の経験を持ち、彼の目は閉じた状態での様々な機構を動作させることができます。,
BleedingEffect_Tutorial_caption,bleeding,出血,
BleedingEffect_Tutorial_description,Reduces health.\nCan be stopped with bandages and the first-aid kit.,健康を低減します。\ nCanは包帯や救急キットで停止します。,
save_expired_error_dialog,We're sorry but your saved game is not compatible\nwith the latest game update.\nPlease start a new game.,申し訳ございませんが、保存されたゲームは、最新のゲームのアップデートNwithを互換性\ではありません。\新しいゲームを開始nPlease。,
save_expired_ok,GOT IT!,とった！,
Tutorial_Forbidden_Task,You will perform this action later in the tutorial.\nPlease return to the current step.,あなたはチュートリアルの後半で、このアクションを実行します。\現在のステップに戻りnPlease。,
Door_StorageDoor_Zone1_BlockedDoor,Blocked storage area door,ブロックされたストレージ・エリア・ドア,
Door_StorageDoor_Zone1_BrokenDoor,Broken storage area door,壊れたストレージ・エリア・ドア,
Door_StorageDoor_Zone1_ClosedDoor,Closed storage area door,クローズドストレージ・エリア・ドア,
Door_StorageDoor_Zone1_NoLockDoor,Storage area door,ストレージ・エリア・ドア,
Door_StorageDoor_Zone1_OpenDoor,Open storage area door,オープンストレージエリアのドア,
Door_StorageDoor_Zone1_RepairedDoor,Fixed storage area door,固定記憶域ドア,
Door_BoilerDoor_Zone1_BlockedDoor,Blocked boiler room door,ブロックされたボイラー室のドア,
Door_BoilerDoor_Zone1_BrokenDoor,Broken boiler room door,壊れたボイラー室のドア,
Door_BoilerDoor_Zone1_ClosedDoor,Closed boiler room door,クローズボイラー室のドア,
Door_BoilerDoor_Zone1_NoLockDoor,Unlocked boiler room door,ロック解除ボイラー室のドア,
Door_BoilerDoor_Zone1_OpenDoor,Open boiler room door,オープンボイラー室のドア,
Door_BoilerDoor_Zone1_RepairedDoor,Fixed boiler room door,固定ボイラー室のドア,
Loot_FilingCabinet_PaperPart,\u30D5\u30A1\u30A4\u30EB\u30AD\u30E3\u30D3\u30CD\u30C3\u30C8,\ u30D5 \ u30A1 \ u30A4 \ u30EB \ u30AD \ u30E3 \ u30D3 \ u30CD \ u30C3 \ u30C8,
FindLoot_GasCan_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_GasCan_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Lore07_Prop_Explore_Tutorial_caption,\u8ABF\u3079\u3066\u3044\u307E\u3059\u2026,\ u8ABF \ u3079 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Window_Close_Tutorial_caption,closing a window...,ウィンドウを閉じます...,
Loot_StillageWithSmallBoxes02,Shelf with boxes,ボックス付き棚,
Blocker_Tutorial,Zone exit,ゾーン出口,
LoreTarget08Door,We've installed but not tested a new door and three generators. The door is a delicate thing and the new generators are too powerful. When someone starts all three generators at oncecomma the door's electronics failcomma so don't do that.,私たちは、インストールされているが、新たな扉と3つの発電機をテストしていませんでした。ドアはデリケートなもので、新しい発電機はあまりにも強力です。誰かがドアのエレクトロニクスoncecommaですべての3つの発電機を起動するとfailcommaようにはしません。,
restore_to_default,Restore to default,デフォルトに戻します,
Event08_Step1,Find the zone exit,ゾーン出口を探します,
Event08_Step2,Power system overload,電源システムの過負荷,
Event08_Step3,Open the door and leave,ドアを開けて、去ります,
Pause,Pause,休止,
Blocker_FenceDoor08,Zone exit,ゾーン出口,
LoreTarget08_Door_Explore_caption,\u8ABF\u3079\u3066\u3044\u307E\u3059\u2026,\ u8ABF \ u3079 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Quest_ModernGenerator_1_Idle,Empty modern generator,空の近代的な発電機,
Quest_ModernGenerator_1_Working,Working modern generator,作業現代の発電機,
Quest_ModernGenerator_2_Idle,Empty modern generator,空の近代的な発電機,
Quest_ModernGenerator_2_Working,Working modern generator,作業現代の発電機,
Quest_ModernGenerator_3_Idle,Empty modern generator,空の近代的な発電機,
Quest_ModernGenerator_3_Working,Working modern generator,作業現代の発電機,
Door_ExitFromZone_FenceDoor8_caption,\u533A\u57DF\u3092\u8131\u51FA\u3057\u3066\u3044\u307E\u3059\u2026,\ u533A \ u57DF \ u3092 \ u8131 \ u51FA \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Utility_Supply_ModernGenerator_caption,gassing up the generator...,発電機をアップガス処理...,
CantGoThereBecauseDoor_description,You can't go there because the door is locked!,ドアがロックされているため、あなたはそこに行くことができません！,
LoreTarget09Door,I'm out on business and will be gone for awhile. If you want to leavecomma take the key from the safe in my office. You know the code.\n\nBossman,私はビジネスに出てるし、しばらくの間消えてしまいます。あなたは私のオフィスで安全から鍵を取るleavecommaします。あなたは、コードを知っています\ n \ nBossman,
Door_RepairWithHammer_caption,repairing the door...,ドアを修復...,
Door_RepairWithToolKit_caption,repairing the door...,ドアを修復...,
Utility_CarryBody_caption,lifting a body...,体を持ち上げます...,
Utility_DropBody_caption,dropping a body...,身体を落とし...,
Door_ExitFromZone_FenceDoor9_caption,\u533A\u57DF\u3092\u8131\u51FA\u3057\u3066\u3044\u307E\u3059\u2026,\ u533A \ u57DF \ u3092 \ u8131 \ u51FA \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
AnomalyTrap,Anomaly trap,異常トラップ,
Blocker_FenceDoor07_ClosedEnterDoor,Closed entrance,クローズ入り口,
Blocker_FenceDoor07_ClosedDoor,Zone exit,ゾーン出口,
Blocker_FenceDoor07_CanBeOpened,Zone exit,ゾーン出口,
Door_ExitFromZone_FenceDoor7_caption,\u533A\u57DF\u3092\u8131\u51FA\u3057\u3066\u3044\u307E\u3059\u2026,\ u533A \ u57DF \ u3092 \ u8131 \ u51FA \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Door_BreakWithCrowbar_FenceDoor7Enter_caption,using a crowbar to open a door...,ドアを開くためにバールを使って...,
Door_OpenWithKeys_FenceDoor7Enter_caption,looking for the key that unlocks a dooor...,dooorのロックを解除するキーを探してい...,
Door_OpenWithLockPick_FenceDoor7Enter_caption,using the lock pick to unlock a door...,ドアのロックを解除するロックピックを使用して...,
Door_RemoveLockWithPistol_FenceDoor7Enter_caption,shooting the lock on a door...,ドアのロックを撮影...,
Door_BreakWithCrowbar_FenceDoor7Exit_caption,using a crowbar to open a door...,ドアを開くためにバールを使って...,
Door_OpenWithKeys_FenceDoor7Exit_caption,looking for the key that unlocks a dooor...,dooorのロックを解除するキーを探してい...,
Door_OpenWithLockPick_FenceDoor7Exit_caption,using the lock pick to unlock a door...,ドアのロックを解除するロックピックを使用して...,
Door_RemoveLockWithPistol_FenceDoor7Exit_caption,shooting the lock on a door...,ドアのロックを撮影...,
SafeCodeVar1_caption,Files,ファイル,
SafeCodeVar1_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar2_caption,Files,ファイル,
SafeCodeVar2_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar3_caption,Files,ファイル,
SafeCodeVar3_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar4_caption,Files,ファイル,
SafeCodeVar4_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar5_caption,Files,ファイル,
SafeCodeVar5_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar6_caption,Files,ファイル,
SafeCodeVar6_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar7_caption,Files,ファイル,
SafeCodeVar7_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar8_caption,Files,ファイル,
SafeCodeVar8_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar9_caption,Files,ファイル,
SafeCodeVar9_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
SafeCodeVar10_caption,Files,ファイル,
SafeCodeVar10_description,I guess these files are related to the operation of the base. Someone did a poor job of keeping them in order.,私は、これらのファイルがベースの動作に関連していると思います。誰かが順番にそれらを維持するのが悪い仕事をしてくれました。,
FindLoot_SafeCode_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Blocker_FenceDoor09,Zone exit,ゾーン出口,
Door_LivingDoorClosed_BlockedDoor,Blocked living room door,ブロックされたリビングルームのドア,
